gender,race,age,experience,education_years,gpa,test_score,hired
Non-binary,Asian,62,8,12,3.6759008935273263,405,1
Male,White,75,15,19,2.8889595626097133,881,1
Male,Asian,40,37,12,3.1783506124294254,737,1
Male,Black,61,34,17,3.0278628103109293,671,1
Female,Black,67,31,16,2.101990616432321,1217,0
Male,Hispanic,70,14,20,3.8483867426002303,933,1
Male,Other,38,8,20,2.6732654838706895,821,1
Female,Black,61,10,19,2.8347602792584263,411,1
Non-binary,White,63,26,19,3.8691625176067217,685,1
Female,White,25,13,17,2.8844614360493317,445,1
Non-binary,Asian,78,30,21,3.445048999576272,1245,1
Female,Black,47,32,15,2.193509746060178,781,1
Male,White,66,24,15,2.1673115056266203,896,1
Male,Other,65,1,13,3.256496636821833,715,1
Male,Asian,55,24,15,2.0091298464055285,476,1
Male,Other,76,20,18,3.7703017770454483,441,1
Female,White,68,26,17,2.2001511658614747,1558,1
Male,Asian,74,22,15,2.990523469964616,797,1
Male,Asian,42,32,13,2.676514551992332,770,1
Male,White,63,17,21,3.4793020508572,1383,1
Female,Asian,62,20,18,2.328553925242482,444,1
Female,Other,75,37,15,2.2485986853708577,845,1
Male,Black,28,12,12,3.023598121063295,1327,1
Female,White,62,11,21,3.774981650331929,787,1
Male,White,70,27,19,3.3715062812277456,506,1
Female,Black,31,9,14,2.944367419457076,1002,0
Male,Asian,19,24,20,3.515589565049234,1503,1
Male,Black,65,27,12,3.136833071234328,1034,1
Male,Black,36,26,20,2.728794197556958,1060,1
Male,Hispanic,43,6,15,2.793309588882063,805,1
Female,White,43,26,15,2.134440986476459,872,1
Female,Asian,68,34,17,2.2976375672951015,694,1
Female,Hispanic,79,7,17,3.295945525310339,440,1
Male,Black,70,34,12,2.1229226021545733,679,1
Male,Asian,27,22,18,3.8967566409854344,572,1
Female,Asian,64,12,21,2.1933139929816896,1208,1
Female,White,43,10,13,2.540179152473601,599,1
Male,White,34,2,16,2.213447591546041,640,1
Female,Black,59,9,12,3.187027145530519,804,0
Male,White,58,6,14,2.7605527120643405,700,0
Male,Asian,75,8,20,3.7426666552352073,964,1
Female,Black,49,3,16,2.293949005418603,1050,1
Female,White,44,38,14,3.0106778601844946,1540,1
Non-binary,Hispanic,23,15,19,2.286200317280536,1597,1
Male,Asian,40,35,14,2.482087572687342,786,1
Female,Black,73,17,17,2.137020731050736,662,0
Male,Black,30,35,18,2.492443596809289,1315,1
Male,Black,37,18,12,2.3192035673696374,935,1
Female,Asian,63,2,15,3.446303211975467,404,0
Male,White,74,16,17,3.430215726100536,756,1
Female,White,59,13,12,2.625921430429755,726,1
Male,White,34,9,19,2.9341606493239167,1569,1
Male,Black,75,24,12,3.683722761122378,682,1
Female,White,56,37,18,2.3809316557783067,928,1
Male,White,41,3,14,2.8057647956375114,1036,0
Female,White,61,29,12,3.8992862309575376,706,1
Non-binary,Black,61,20,16,3.93003755044181,894,1
Female,Other,56,7,18,2.3061189705953007,766,0
Male,Black,30,26,12,2.941137424850684,1118,1
Female,White,24,0,16,3.598771113387144,612,1
Female,Hispanic,58,14,20,3.5631891437884815,935,1
Male,Black,47,2,13,2.2230415711944085,542,0
Non-binary,Asian,77,10,19,2.1403935766918085,675,1
Non-binary,Asian,21,0,15,3.748834952925188,1189,1
Female,Black,55,6,15,2.893715490586827,807,0
Female,White,27,18,14,2.94359139659106,572,1
Female,Asian,65,7,19,3.733535174778408,1219,1
Male,Hispanic,41,0,20,2.517876987426402,1008,0
Male,White,24,32,14,3.836732301174493,1093,1
Male,Hispanic,23,21,18,2.21504220523982,434,1
Non-binary,White,75,10,20,3.805257428763042,593,1
Female,Hispanic,35,17,20,3.8428914825606317,694,1
Male,Black,60,33,13,2.1490004581106037,1509,1
Female,Black,21,22,13,3.6916424944294395,849,1
Female,White,52,14,20,2.4511946310983763,1067,1
Male,Asian,73,2,17,2.651922615575439,896,1
Male,White,46,33,18,2.4594907963284514,1450,1
Female,Hispanic,77,29,13,2.643186849374617,1310,1
Male,White,77,24,15,2.674063424336153,595,1
Non-binary,Black,76,16,16,2.085958739847899,1087,0
Male,Asian,30,25,17,2.2102226704835424,669,1
Male,Asian,41,14,12,2.4799433802884567,558,1
Male,Black,48,7,20,2.4570687847123627,1187,0
Male,Asian,26,18,13,2.5068253326638024,781,1
Non-binary,White,48,5,19,2.538094639566054,775,1
Male,White,52,33,18,3.5086702533366916,652,1
Male,White,26,27,16,2.191882661019756,885,1
Non-binary,White,21,0,12,2.3624840280181436,753,1
Non-binary,Black,35,29,16,2.5961822553203096,681,1
Female,White,79,16,16,3.1232288824662744,582,1
Female,Black,74,28,15,2.4446589261185574,1019,1
Female,Asian,24,11,18,3.4495509043893526,569,1
Female,Black,64,22,15,3.063098345317019,870,1
Non-binary,White,21,34,14,3.8126906894284613,1318,1
Male,Black,42,8,20,2.407419937369864,841,1
Male,White,53,4,12,2.895109524209616,797,1
Female,Black,72,11,20,3.457178617493695,883,0
Non-binary,Black,60,2,19,3.0673487290270236,532,1
Male,Hispanic,37,22,21,2.6239539698574945,468,1
Male,Black,27,17,18,3.6543220809606067,403,1
Male,Black,23,20,13,2.3990032897877667,477,1
Male,White,34,16,20,2.716464871073761,707,1
Female,Hispanic,56,0,16,3.2240384416413943,801,1
Female,White,40,19,15,3.450401041584449,926,1
Female,White,38,29,15,3.0438839621231217,657,1
Female,Asian,62,37,14,2.3621001033861146,1413,1
Male,Black,67,36,20,2.5970851977885197,732,1
Male,Hispanic,68,22,18,2.6962624412855156,587,1
Non-binary,White,42,25,20,3.463040741187681,1054,1
Male,Asian,61,0,17,3.6554025978078273,1323,1
Female,Asian,46,34,15,2.8352538795913933,1209,1
Male,Asian,34,8,12,3.679435666162946,1346,1
Male,White,45,0,16,3.9846595738641577,1205,1
Male,White,71,26,17,3.218762056547275,731,1
Male,Black,38,9,19,2.4053972117496505,1547,1
Male,Black,25,0,15,2.3084146118711466,1292,0
Female,White,23,19,12,3.497835040553128,1015,1
Male,Hispanic,72,10,20,2.579356772693406,651,1
Non-binary,Black,48,23,18,3.876200303492632,1000,0
Male,White,31,7,20,2.945771859633698,988,1
Male,White,55,28,18,2.9467637496943864,1100,1
Non-binary,Other,36,30,14,2.5547989769291144,1065,1
Male,Hispanic,38,14,13,3.149949951843583,1071,1
Female,White,58,39,18,2.553795156990425,604,1
Male,Asian,43,23,14,3.6292332936495004,1214,1
Female,Black,31,17,21,2.6334582471464154,1236,0
Male,White,23,34,12,2.2764133439660057,518,1
Female,Asian,62,32,16,2.4657039546251616,666,1
Non-binary,White,73,9,15,2.4551867119497595,820,1
Male,Asian,63,28,13,2.315603745094086,883,1
Male,White,35,23,21,2.077546565518763,542,1
Male,Other,51,8,19,2.011358125070275,596,1
Male,Black,19,30,21,2.056737183931368,653,1
Male,Black,21,14,12,2.655665116767623,1511,1
Male,Hispanic,40,31,12,2.0875498646896733,493,1
Non-binary,Black,74,4,17,2.528250084115471,536,0
Male,Asian,24,11,17,3.7096177313706247,852,1
Male,Black,37,18,15,2.9638093447701364,908,1
Male,Asian,68,14,16,3.1744198722811476,1506,1
Male,Hispanic,41,35,14,2.2351496479909914,604,1
Female,Black,65,29,12,3.870254101915137,1442,1
Female,Asian,66,29,17,3.062943247813668,680,1
Female,Asian,74,2,18,3.642102830483177,515,1
Female,White,20,15,17,2.2265351619443914,1093,1
Male,Other,68,27,14,2.287178310419317,1544,1
Non-binary,White,53,6,18,2.4504626907565203,951,1
Male,Black,27,24,18,3.9157892912652366,1014,1
Female,Hispanic,36,24,15,3.382242779850408,1266,1
Non-binary,Asian,57,15,12,3.729654735219377,1553,1
Female,White,70,13,14,2.602540144915775,1011,1
Female,Black,20,15,15,2.0616887554714403,509,0
Female,Asian,44,38,18,2.6108511108417085,1113,1
Female,Black,67,30,17,2.2031194199980737,469,1
Male,White,31,8,17,3.743046145835416,959,1
Female,Asian,77,38,14,2.51783486292136,770,1
Female,Black,55,7,14,3.7446256062094463,1029,1
Male,Black,27,5,17,2.9420691885291275,1052,0
Female,Asian,68,30,15,3.883021159507801,1240,1
Male,Other,77,27,12,2.0977955666355856,509,1
Female,Black,67,16,17,3.2972495092737804,641,1
Female,Asian,44,31,18,3.1510984524080348,471,1
Male,White,38,16,20,3.2274793213943855,1566,1
Female,White,46,20,16,3.513634496800984,979,1
Male,White,55,36,17,2.041320534893045,1567,1
Female,White,37,12,21,3.158722101371237,1438,1
Male,White,56,2,14,2.641957248665479,588,1
Male,Black,42,3,21,3.3708113591238975,1003,0
Male,Black,25,17,12,3.6005435866364017,1484,1
Male,Black,37,9,12,2.751091991924459,1064,1
Male,Black,58,32,12,3.373803324607729,1277,1
Female,White,72,14,18,2.7187785210940683,1278,1
Non-binary,Black,21,31,15,3.35492955214087,1178,1
Male,Other,68,3,14,2.075402569185843,1427,1
Non-binary,White,39,22,17,2.961025802712542,985,1
Male,White,67,6,20,3.06078981288674,819,1
Female,Hispanic,75,15,13,2.975570365245267,604,1
Male,Black,20,15,19,2.3643057847591953,1014,1
Non-binary,White,19,12,20,2.1506012763451925,894,1
Male,Black,65,15,12,2.7071563214854466,624,1
Male,White,39,8,14,2.255038226803897,455,1
Female,Hispanic,47,11,12,2.0347986671049973,641,1
Male,Other,40,24,16,2.851497323041975,665,1
Female,White,73,36,15,2.1017970858351993,662,1
Female,Hispanic,20,25,17,2.215713962245819,951,1
Female,White,52,8,18,2.1262885666644515,934,0
Non-binary,Black,28,36,21,3.584208079095939,881,1
Male,Hispanic,61,22,14,2.09148456959943,1241,0
Female,Black,44,31,16,2.9815371293334105,1247,1
Female,Black,21,22,15,2.373278212872971,1077,1
Male,Hispanic,40,0,17,2.9215213693228836,716,1
Female,Asian,69,30,17,2.8748753705891676,1202,1
Non-binary,White,60,31,17,2.2014921846189353,1399,1
Male,White,73,39,17,2.726945377986919,1421,1
Male,Black,60,24,14,3.4785143233554248,1526,1
Female,Black,69,0,13,2.1036603610132487,927,1
Male,Black,79,7,13,3.7342547660705128,801,1
Female,Black,61,13,20,2.1665632057995294,1467,0
Male,White,40,38,21,2.2314349307248422,488,1
Non-binary,Hispanic,72,5,18,2.672994962694979,922,0
Female,White,38,26,21,2.514498927289173,1292,1
Male,White,48,30,15,3.722965849392077,424,1
Male,White,54,8,16,3.200849336086786,1431,1
Female,Other,75,39,20,3.8970300025015683,871,1
Female,Other,50,24,12,2.907852147142842,1218,1
Female,White,64,36,13,3.4931552948951623,1530,1
Male,Black,73,19,16,3.9693904654421566,1571,1
Male,Hispanic,52,21,18,2.8828722631423065,1149,1
Non-binary,White,55,26,15,3.2210922284150323,1496,1
Female,Asian,21,39,16,3.0603265478087494,1319,1
Male,White,61,18,16,2.757059345273002,894,1
Non-binary,White,37,36,17,2.745240502157385,701,1
Male,White,73,35,16,3.1031494811724323,747,1
Female,Asian,25,1,21,2.201839767136703,501,1
Female,Asian,46,20,21,3.735032694198122,776,1
Male,Hispanic,27,37,14,2.8275067507319043,1506,1
Male,Black,55,16,13,2.5756293820880245,999,1
Male,White,48,29,17,2.6326502551010993,1095,1
Male,White,61,19,12,3.2929126993317723,1067,1
Female,Black,56,12,18,3.8150361727455335,1208,1
Female,White,35,31,18,3.498292132925349,1202,1
Female,White,51,31,15,3.696809344647841,1028,1
Male,White,56,26,12,3.6380412882304727,1053,1
Male,Other,45,37,18,2.3882684798638416,536,1
Non-binary,Asian,53,20,12,2.3039815270201482,974,1
Female,Black,34,38,18,3.8739854677564383,1398,1
Male,Black,57,21,21,2.1125691884405366,458,1
Male,White,53,15,15,2.5420106779761156,693,1
Female,White,24,28,21,2.4198177764159357,725,1
Non-binary,White,28,35,20,2.8604188479701267,1130,1
Male,Black,72,21,21,3.0448441780829913,830,1
Male,White,36,28,13,2.0227970104591986,1435,1
Male,Black,79,37,17,2.7873331063662143,666,1
Female,Asian,70,1,17,3.5411536625301085,902,1
Non-binary,Black,52,35,19,3.968679695361802,816,1
Female,White,71,30,16,2.30921141254882,945,1
Male,Asian,51,31,15,3.6440225521856755,915,1
Female,Asian,57,34,20,3.5749260986932696,922,1
Male,Asian,66,4,12,2.7936099747948973,1333,0
Male,Asian,55,10,18,2.675977283276628,716,1
Male,Black,63,3,16,2.8540599202485524,1148,1
Male,Other,76,2,16,2.9570619516645897,828,1
Female,White,58,22,17,3.4247712829981993,854,1
Male,Hispanic,51,18,18,2.1141957820225974,668,1
Male,White,34,24,21,3.7148315523669293,797,1
Male,Black,55,39,16,3.9283359597097434,886,1
Male,White,23,30,12,3.569198705165523,1382,1
Male,Black,69,15,17,3.407647279772335,408,1
Male,White,28,30,14,3.339761686128213,1167,1
Male,Black,58,1,17,2.2898354113875383,1108,0
Female,White,46,22,18,2.202564365658719,819,1
Male,White,33,2,14,3.011894941963326,1319,1
Male,Asian,58,28,12,3.798021124013106,517,1
Male,Other,58,34,18,2.5703184592513058,1206,1
Non-binary,Black,61,11,16,2.685089407909679,1063,0
Male,White,29,3,19,3.4962729255271556,1511,1
Male,White,22,15,21,3.819982336470523,582,1
Male,Asian,60,37,18,2.923650974893249,561,1
Male,Black,57,16,12,3.9689179511648294,1340,0
Male,Black,38,15,16,3.096602695592061,549,1
Non-binary,Hispanic,37,0,13,2.1472650229022565,1056,0
Non-binary,White,23,32,16,3.326790741216488,477,1
Non-binary,Black,67,9,15,2.2015746702303236,1428,0
Male,Black,42,12,13,3.2283427747012996,1089,1
Male,Asian,59,38,12,2.518322596012826,959,1
Female,Asian,35,3,16,3.811462264190748,970,1
Female,White,62,19,18,3.1015906672023426,992,1
Female,White,51,1,19,2.7425290694468467,1533,1
Male,White,40,34,14,3.0172496654785292,653,1
Female,Black,26,18,14,3.171664350797199,591,1
Female,White,75,14,19,3.9391194290773495,1448,1
Non-binary,Hispanic,27,38,14,3.7113562589521196,508,1
Non-binary,Black,41,21,13,2.1138646347492065,934,0
Non-binary,Other,43,1,20,3.507751664648464,479,1
Female,Asian,23,32,12,2.6576197033848246,725,1
Male,Other,67,28,15,2.3998252923530696,506,1
Male,White,52,30,14,3.4873388282116524,785,1
Male,White,54,19,20,2.648999046803447,516,1
Non-binary,White,35,13,12,2.658358255240447,724,1
Female,Black,32,2,14,2.7917622183070305,1258,1
Male,Asian,19,15,15,2.540825820477513,672,1
Female,Black,70,35,20,2.2474487345420306,1583,1
Female,Black,42,5,18,2.991404621758184,901,1
Male,White,74,37,20,3.4718599815736706,944,1
Male,Asian,66,12,17,3.1357605538967555,1506,1
Male,Hispanic,26,28,20,3.954225516504926,869,1
Female,White,41,27,15,2.28972309020772,413,1
Male,White,75,39,19,3.575916574738191,750,1
Female,Other,71,2,17,3.03404029551932,771,0
Male,White,76,22,14,3.0825277648540363,1448,1
Male,Black,36,11,20,2.785839949110788,524,1
Female,Black,53,12,13,2.4522883865279717,988,1
Female,Black,38,31,18,3.089766421743807,1301,1
Female,White,28,31,13,3.277020659228895,731,1
Female,White,75,0,13,2.5851060866632087,1527,1
Female,White,79,5,12,2.239156381550581,822,1
Non-binary,Black,45,28,15,3.8411709556625957,576,1
Female,Black,39,16,12,3.093809941746616,1416,1
Female,Black,64,28,20,3.304470330198618,1285,1
Female,Black,45,6,21,2.2925309054969625,586,1
Female,White,69,22,19,2.356828243063525,1438,1
Male,Other,72,18,18,3.062273061033049,405,1
Male,White,39,36,17,3.2967694727367416,1454,1
Male,Hispanic,20,35,20,2.561892681457545,479,1
Female,White,25,33,18,2.6681105355467705,537,1
Female,Asian,63,34,19,2.874841280021476,1364,1
Male,Black,25,31,18,2.2047018770273525,1063,1
Male,Black,36,13,21,2.2402688788368548,1235,1
Male,White,48,39,19,3.9247247041760875,1169,1
Female,Hispanic,65,7,15,2.223604382735112,638,1
Non-binary,White,57,29,12,2.9153439171002886,1394,1
Female,White,41,10,12,2.336279732323393,1579,1
Female,Asian,51,1,21,3.5819150407632723,669,0
Female,Hispanic,46,35,15,3.3605725335968977,921,1
Male,Asian,72,34,13,2.46553471930584,905,1
Male,Other,59,14,14,2.495916318331729,991,0
Female,Black,49,36,16,3.363158574337526,903,1
Male,White,56,8,21,2.5206617278514676,849,1
Female,Black,79,7,14,3.8936975411473282,889,1
Male,White,30,13,19,3.2596031872461255,565,1
Male,White,66,31,18,2.228922391908452,413,1
Male,Black,52,37,15,2.3138429182330253,1588,1
Female,Black,71,24,15,3.723415019195313,637,0
Male,Hispanic,44,22,14,3.243664445120307,567,1
Male,Black,27,33,14,2.7441054494387997,428,1
Non-binary,White,46,16,14,3.021237431300384,931,1
Male,Black,53,9,19,2.7118654271331883,635,1
Male,Black,25,29,19,3.9423852489086055,1409,1
Non-binary,White,27,27,14,3.1044592986929858,1424,1
Male,Black,34,6,12,3.8160698099327,933,1
Male,Hispanic,39,20,20,3.4592920326319754,1187,1
Female,White,31,15,15,3.7151704832531105,655,1
Male,Black,37,30,15,3.2606783473742027,1473,1
Male,Asian,74,35,17,2.1186669402330436,492,1
Female,White,44,18,14,3.8386380059050005,797,1
Male,White,63,1,13,3.903467618603363,1402,1
Female,Asian,61,35,19,3.4834950611311783,1095,1
Male,Hispanic,20,31,14,3.0987001046826954,1060,1
Male,Asian,57,33,16,3.816288745125798,1233,1
Male,Black,47,6,20,3.977933035506612,487,1
Non-binary,Asian,31,35,19,3.483868202124692,827,1
Female,White,75,11,19,2.4540027937300497,1182,1
Non-binary,Asian,46,5,17,3.288342773483552,1286,1
Male,White,55,28,19,2.3279667453631916,954,1
Male,White,75,37,12,2.9252699157775073,1447,1
Non-binary,Black,63,26,14,3.4129476341652154,604,1
Male,White,64,16,20,2.9964289514508997,1596,1
Male,Asian,19,1,13,3.974630261139672,1205,1
Male,White,59,37,17,3.430624562564703,1188,1
Female,White,47,30,14,2.7328382953344037,768,1
Male,White,18,7,15,3.2222219856411005,1176,1
Male,Asian,67,13,17,3.7280701040112527,824,1
Female,Black,23,31,14,2.958799842590608,834,1
Female,White,29,30,18,3.517982201780295,927,1
Female,White,53,31,20,2.7856154941429616,431,1
Female,Hispanic,69,27,13,3.771835209989686,536,1
Female,Black,73,34,20,3.199063021760902,483,1
Male,Black,58,2,16,2.0738755721449103,663,0
Male,White,62,33,17,2.018320303304759,1531,1
Male,Hispanic,43,1,16,2.1499235118275846,1427,1
Male,White,45,1,12,2.720207364799385,1181,1
Female,Black,75,31,20,3.8272416639689295,927,1
Male,White,38,25,15,2.3300149096466924,1556,1
Non-binary,White,46,4,16,3.204300445105811,598,0
Male,White,26,4,17,2.5715867874443537,1359,1
Male,Black,35,15,20,2.3923850429439613,614,1
Female,Asian,25,8,21,3.1350823164063875,1236,1
Male,White,40,0,20,2.52327771572609,585,1
Male,Hispanic,62,5,13,3.4949413588637004,1363,1
Female,White,39,24,14,3.332280684929138,1007,1
Male,White,73,25,18,3.2371613532576626,1042,1
Non-binary,White,76,19,19,3.8470984661307908,1295,1
Male,Black,54,29,17,2.201181260750979,712,1
Male,Asian,51,33,13,3.5866627767711172,1482,1
Male,White,36,15,13,3.0970899862355106,1094,1
Male,Black,50,31,15,3.62283068239202,839,1
Non-binary,Black,38,14,13,3.518024289911815,834,1
Female,Black,22,33,15,3.2460883645123886,1584,1
Female,White,68,4,19,2.5669721754085506,1284,1
Female,White,25,13,18,3.493919541638528,658,1
Male,Hispanic,52,29,20,3.9948581286817495,418,1
Male,White,67,11,18,3.3810207168189543,1136,1
Female,Asian,23,4,19,2.5349695582229983,562,1
Female,Asian,61,18,13,3.839304267903124,868,1
Male,White,62,8,21,2.124036846275967,855,1
Male,Asian,58,37,15,2.3405460332609156,907,1
Female,White,45,22,21,3.401335357090405,932,1
Non-binary,Asian,23,22,13,3.7139243147077536,1362,1
Female,Black,57,37,18,2.42850059908558,1108,1
Male,Hispanic,18,6,19,3.8804791101990808,1035,1
Male,Asian,25,38,13,3.7372479800782745,591,1
Male,White,36,20,13,3.951383892957327,937,1
Male,White,41,25,13,3.8153326423884053,1231,1
Female,Asian,48,38,19,2.9516161238214664,1063,1
Male,White,22,17,16,3.822784061576151,1289,1
Female,Black,44,1,15,3.7995634302731673,731,0
Male,White,43,22,13,3.319685596577022,1562,1
Female,Asian,31,12,17,3.610491726446175,1155,1
Non-binary,Black,25,29,19,2.8330652991981786,1195,1
Female,Black,48,10,17,3.8147890703312703,873,1
Male,White,40,24,20,3.9278386953699007,781,1
Male,White,70,19,15,2.7818231293273126,777,1
Male,Black,39,18,20,3.3918946682009157,1202,1
Male,White,73,31,16,2.4429190280796784,1201,1
Female,Asian,48,30,16,3.6471954395678217,1223,1
Male,Hispanic,24,37,19,2.1393192411094066,1277,1
Male,White,69,32,17,2.9726517205639507,1199,1
Male,Black,37,30,16,3.9284472036907427,539,1
Female,Black,79,37,20,3.591651037756283,454,1
Male,Asian,22,30,18,3.0142258746973116,1372,1
Male,White,53,34,14,3.005857326744568,1144,1
Male,Other,55,20,15,2.2008092127887666,1355,1
Male,Black,76,0,12,3.884393604188408,1480,1
Non-binary,White,63,18,19,2.501728834601757,1130,1
Female,Black,72,13,13,2.5863057557776217,1335,0
Male,Hispanic,65,1,13,2.8616699061542126,1178,1
Female,Hispanic,25,39,12,3.06404248557099,1566,1
Non-binary,Other,60,30,13,3.327433802277459,670,1
Male,Asian,29,35,19,3.475365383984413,570,1
Male,White,50,17,21,2.7994020100546066,677,1
Male,Hispanic,45,5,14,2.4020923953263575,1151,1
Female,Black,64,33,20,2.4934089560649095,1575,1
Male,White,35,31,21,2.983106766437749,655,1
Male,White,19,5,15,3.966092188738463,1431,1
Male,Black,27,24,12,3.7913431080294,433,1
Female,Hispanic,31,16,15,3.9011009594411394,1420,1
Female,Hispanic,19,13,13,2.9646687085457963,1551,1
Male,Black,62,6,15,2.8903777910321153,842,1
Female,Hispanic,23,12,17,3.1366958652712946,932,1
Female,White,49,36,16,2.6352838061922954,722,1
Female,Hispanic,59,31,14,2.1809906008615485,423,1
Female,Black,59,20,14,3.708601961944728,1002,1
Female,Other,59,26,13,3.3893623040166276,609,1
Non-binary,White,42,13,13,3.5576772182435046,742,1
Female,Black,26,14,16,2.52704336700553,1137,1
Male,Asian,71,14,13,3.1191826515551684,944,1
Male,Asian,67,17,21,3.0156455638337407,881,1
Female,White,34,34,17,2.3350399319766404,1061,1
Male,Asian,50,15,14,2.75641184609682,894,1
Female,Hispanic,26,2,15,3.1431521623722505,465,0
Female,Other,23,13,21,3.4701632027035254,701,1
Male,Black,20,6,12,3.8044107323107714,876,0
Male,Asian,74,12,19,3.217050767630814,1448,1
Female,White,79,32,16,3.054488897872228,1003,1
Male,Hispanic,46,14,19,2.4260712679801912,1508,1
Non-binary,Black,70,33,21,2.2952541169050438,1071,1
Male,Black,48,24,15,3.376975556628076,897,1
Non-binary,Asian,59,27,16,3.6126676740304653,1263,1
Female,White,48,14,16,3.84861885806479,1376,1
Male,Black,23,11,18,2.3418101848173274,659,1
Male,Asian,28,33,21,2.423266929602946,1457,1
Male,Hispanic,30,37,15,3.6000967863674065,1010,1
Male,Hispanic,24,39,16,2.071423262680211,457,1
Male,Black,70,39,14,2.3436827054200946,1572,1
Female,White,63,4,20,3.9088608316347804,525,1
Female,Asian,31,29,20,3.645463902390672,1405,1
Female,Asian,60,39,19,2.6414044966442813,1220,1
Non-binary,Black,66,29,19,2.1354705432140455,1385,1
Female,Asian,59,18,21,3.7872270466242615,639,1
Male,Asian,45,11,21,2.6741766844075165,1471,1
Female,Asian,67,32,18,2.8198836887065575,570,1
Male,White,35,4,18,2.3446271835362396,1355,1
Male,White,18,31,13,2.282382563912585,1455,1
Male,Black,49,27,14,3.1540220038538616,700,1
Non-binary,White,42,23,14,3.9066782161634572,960,1
Male,White,69,13,13,3.5131117405455132,827,1
Male,Asian,30,9,17,3.806086121931651,686,1
Male,Black,23,38,21,3.3578256111544142,1456,1
Female,White,63,37,21,3.838009215111377,1583,1
Male,White,66,9,14,3.278272378221799,1357,1
Non-binary,Asian,71,19,20,2.7219225328729943,1294,1
Non-binary,Black,54,15,18,3.7743127598911146,1071,1
Female,White,55,35,20,2.622781858015564,1189,1
Female,White,48,33,18,3.419397273668749,564,1
Male,White,62,26,12,2.794450453472623,569,1
Non-binary,White,60,31,20,2.7091374623694966,582,1
Female,Black,33,5,17,2.416701336237229,937,0
Male,White,18,23,19,3.543407444139972,574,1
Male,Black,66,37,21,2.041725599888334,1474,1
Non-binary,Black,67,20,16,2.0487709324730483,885,1
Female,White,76,31,17,2.525791688304272,1000,1
Female,Asian,33,20,17,3.0701463396990682,1488,1
Male,White,23,18,21,2.2482695438434757,647,1
Male,White,38,26,14,2.137031156813394,1309,1
Male,White,46,28,18,2.752053286153267,1492,1
Male,White,54,1,12,3.166609487042793,833,1
Male,White,44,2,19,3.9860514897625317,1325,1
Male,White,31,14,17,3.0733803295637956,1090,1
Non-binary,Black,77,36,19,3.2315120510142252,427,1
Male,Other,56,9,19,2.986711696692813,628,1
Female,White,29,34,15,3.87075812519082,777,1
Male,Black,22,14,13,2.2844639741535397,598,1
Male,Black,76,26,14,3.064723136892982,651,1
Female,White,54,30,21,3.9666916422899883,1524,1
Non-binary,Black,66,19,19,3.8000647265498317,1584,0
Female,Black,31,0,15,3.008069849551277,750,1
Male,Asian,76,4,17,3.393933361564432,842,1
Male,Hispanic,60,34,12,2.4986151645188155,1189,1
Female,White,56,7,12,2.5893049670221857,514,0
Male,Black,54,38,16,3.592561787726373,1482,1
Male,White,70,8,17,3.637009392289204,510,1
Male,White,53,28,13,2.107471577459436,1352,1
Female,Black,21,9,18,3.680589869556705,942,1
Male,White,18,39,21,3.433430984741934,787,1
Male,Asian,77,17,18,2.2839190432,775,1
Female,Hispanic,47,23,12,3.7143293932107255,550,1
Male,Other,73,32,21,2.3448354433074714,1295,1
Male,White,60,8,21,3.3508542128904466,416,1
Non-binary,Hispanic,52,37,12,3.552444743303956,551,1
Male,White,62,24,18,3.2569490258593135,1435,1
Male,White,35,29,21,2.3331512174121274,1514,1
Male,White,62,12,18,3.8750310448813146,878,1
Male,Asian,62,39,12,2.8993277165005775,778,1
Female,Asian,62,18,21,3.145503287500328,476,1
Non-binary,White,47,12,18,3.9797451394985672,499,1
Female,White,38,36,15,2.0355201014649564,1159,1
Male,Asian,18,20,15,3.5565745046023736,1339,1
Male,Hispanic,40,13,20,2.6829693845615363,1089,1
Male,Black,20,1,19,3.0793882659800884,768,1
Female,Hispanic,52,24,12,2.3302753276238795,522,1
Male,Black,44,10,19,2.630234851127265,1314,1
Female,Hispanic,52,14,13,2.238492131421789,1173,0
Female,Hispanic,26,2,12,2.6534466815444095,1119,1
Male,White,41,36,21,2.607031015718576,1456,1
Non-binary,White,34,6,13,3.5517605492706332,449,1
Male,Black,45,13,14,3.3373140803372245,668,1
Non-binary,Asian,22,33,12,3.217715881736804,789,1
Male,White,23,36,21,3.3186166220780153,480,1
Male,Asian,37,8,12,2.8641694581755575,1079,1
Male,White,40,16,15,3.630734241207163,448,1
Non-binary,Asian,59,38,14,3.4782258642160344,1584,1
Male,White,22,20,12,2.5933911111729033,1264,1
Male,Black,44,5,13,2.5327319065143046,547,0
Female,Black,67,38,20,3.8243096075184075,936,1
Female,White,18,14,18,2.0567477215634637,1279,1
Non-binary,Hispanic,37,33,16,3.370386808790327,932,1
Male,Asian,56,20,15,2.0812237453210765,779,1
Male,White,71,2,18,2.553298786531191,610,1
Male,Asian,70,11,14,3.10453194413808,1175,1
Male,White,45,26,17,2.6949700163000223,686,1
Female,White,26,13,20,2.5735872923364385,591,1
Male,White,42,34,14,2.4232861373831933,1006,1
Female,Hispanic,45,36,17,2.592519929629411,755,1
Non-binary,White,35,18,16,2.486606030400834,1480,0
Male,White,49,3,12,3.540292255725749,860,1
Male,White,42,2,17,2.3225052922766496,1598,1
Male,White,30,32,12,3.5519805733910736,596,1
Male,Asian,40,18,18,3.8564180429811863,591,1
